model_id,manufacturer_name,manufacturer_code,canonical_model_name,variants
1,宝沃汽车,1,宝沃BX3,宝沃BX3
2,宝沃汽车,1,宝沃BX5,宝沃BX5
3,宝沃汽车,1,宝沃BX6,宝沃BX6
4,宝沃汽车,1,宝沃BX7,宝沃BX7
5,北京奔驰,2,奔驰A级,奔驰A级
6,北京奔驰,2,奔驰A级AMG,奔驰A级AMG
7,北京奔驰,2,奔驰C级,奔驰C级
8,北京奔驰,2,奔驰C级PHEV,奔驰C级PHEV
9,北京奔驰,2,奔驰EQA,奔驰EQA
10,北京奔驰,2,奔驰EQB,奔驰EQB
11,北京奔驰,2,奔驰EQC,奔驰EQC
12,北京奔驰,2,奔驰EQE,奔驰EQE
13,北京奔驰,2,奔驰EQE SUV,奔驰EQE SUV
14,北京奔驰,2,奔驰E级,奔驰E级
15,北京奔驰,2,奔驰E级新能源,奔驰E级新能源
16,北京奔驰,2,奔驰GLA,奔驰GLA
17,北京奔驰,2,奔驰GLB,奔驰GLB
18,北京奔驰,2,奔驰GLC,奔驰GLC
19,北京汽车,3,北京BJ20,北京BJ20
20,北京汽车,3,北京BJ40,北京BJ40
21,北京汽车,3,北京BJ60,北京BJ60
22,北京汽车,3,北京BJ80,北京BJ80
23,北京汽车,3,北京BJ90,北京BJ90
24,北京汽车,3,北京EU5,北京EU5
25,北京汽车,3,北京U5,北京U5
26,北京汽车,3,北京U7,北京U7
27,北京汽车,3,北京X3,北京X3
28,北京汽车,3,北京X5,北京X5
29,北京汽车,3,北京X7,北京X7
30,北京汽车,3,北京X7 PHEV,北京X7 PHEV
31,北京汽车,3,北京汽车绅宝CC,北京汽车绅宝CC
32,北京汽车,3,北京汽车绅宝D50,北京汽车绅宝D50
33,北京汽车,3,北汽威旺M30,北汽威旺M30
34,北京汽车,3,北汽威旺M50,北汽威旺M50
35,北京汽车,3,北汽威旺S50,北汽威旺S50
36,北京汽车,3,北汽绅宝D20,北汽绅宝D20
37,北京汽车,3,北汽绅宝D70,北汽绅宝D70
38,北京汽车,3,北汽绅宝X25,北汽绅宝X25
39,北京汽车,3,北汽绅宝X35,北汽绅宝X35
40,北京汽车,3,北汽绅宝X55,北汽绅宝X55
41,北京汽车,3,北汽绅宝X65,北汽绅宝X65
42,北京汽车,3,北汽魔方,北汽魔方
43,北京现代,4,现代ENCINO,现代ENCINO
44,北京现代,4,现代MUFASA沐飒,现代MUFASA沐飒
45,北京现代,4,现代ix25,现代ix25
46,北京现代,4,现代ix35,现代ix35
47,北京现代,4,现代伊兰特,现代伊兰特
48,北京现代,4,现代全新胜达,现代全新胜达
49,北京现代,4,现代名图,现代名图
50,北京现代,4,现代名图新能源,现代名图新能源
51,北京现代,4,现代库斯途,现代库斯途
52,北京现代,4,现代悦动,现代悦动
53,北京现代,4,现代悦纳,现代悦纳
54,北京现代,4,现代昂希诺纯电动,现代昂希诺纯电动
55,北京现代,4,现代朗动,现代朗动
56,北京现代,4,现代瑞纳,现代瑞纳
57,北京现代,4,现代索纳塔,现代索纳塔
58,北京现代,4,现代索纳塔插电混动,现代索纳塔插电混动
59,北京现代,4,现代菲斯塔,现代菲斯塔
60,北京现代,4,现代菲斯塔纯电动,现代菲斯塔纯电动
61,北京现代,4,现代途胜,现代途胜
62,北京现代,4,现代逸行,现代逸行
63,北京现代,4,现代领动,现代领动
64,北京现代,4,现代领动插电混动,现代领动插电混动
65,北汽昌河,5,北汽EC100,北汽EC100
66,北汽昌河,5,北汽昌河A6,北汽昌河A6
67,北汽昌河,5,昌河M60,昌河M60
68,北汽昌河,5,昌河M70,昌河M70
69,北汽昌河,5,昌河Q25,昌河Q25
70,北汽昌河,5,昌河Q35,昌河Q35
71,北汽昌河,5,昌河Q7,昌河Q7
72,北汽昌河,5,昌河北斗星,昌河北斗星
73,北汽昌河,5,昌河福瑞达M50,昌河福瑞达M50
74,北汽新能源,6,享界S9,享界S9
75,北汽新能源,6,北汽新能源EC,北汽新能源EC
76,北汽新能源,6,北汽新能源EV,北汽新能源EV
77,北汽新能源,6,北汽新能源EX,北汽新能源EX
78,北汽新能源,6,北汽新能源LITE,北汽新能源LITE
79,北汽新能源,6,极狐 阿尔法S5,极狐 阿尔法S5
80,北汽新能源,6,极狐 阿尔法T5,极狐 阿尔法T5
81,北汽新能源,6,极狐ARCFOX αS,极狐ARCFOX αS
82,北汽新能源,6,极狐ARCFOX αT,极狐ARCFOX αT
83,北汽新能源,6,极狐考拉,极狐考拉
84,北汽新能源,6,极狐阿尔法T(ARCFOX αT),极狐阿尔法T(ARCFOX αT)
85,北汽银翔,7,北汽幻速H2,北汽幻速H2
86,北汽银翔,7,北汽幻速H3,北汽幻速H3
87,北汽银翔,7,北汽幻速H5,北汽幻速H5
88,北汽银翔,7,北汽幻速S2,北汽幻速S2
89,北汽银翔,7,北汽幻速S3,北汽幻速S3
90,北汽银翔,7,北汽幻速S5,北汽幻速S5
91,北汽银翔,7,北汽幻速S6,北汽幻速S6
92,北汽银翔,7,北汽幻速S7,北汽幻速S7
93,北汽制造,8,MG5,MG5
94,北汽制造,8,北京BJ212,北京BJ212
95,北汽制造,8,北汽元宝,北汽元宝
96,北汽制造,8,北汽制造212,北汽制造212
97,北汽制造,8,北汽制造勇士,北汽制造勇士
98,北汽制造,8,北汽制造域胜007,北汽制造域胜007
99,北汽制造,8,北汽勇士,北汽勇士
100,北汽制造,8,北汽家宝,北汽家宝
101,北汽制造,8,北汽锐胜王牌M7,北汽锐胜王牌M7
102,北汽制造,8,名爵HS,名爵HS
103,北汽制造,8,荣威RX5,荣威RX5
104,比速汽车,9,比速M3,比速M3
105,比速汽车,9,比速T3,比速T3
106,比速汽车,9,比速T5,比速T5
107,比亚迪,10,比亚迪D1,比亚迪D1
108,比亚迪,10,比亚迪F0,比亚迪F0
109,比亚迪,10,比亚迪F3,比亚迪F3
110,比亚迪,10,比亚迪G6,比亚迪G6
111,比亚迪,10,比亚迪S2,比亚迪S2
112,比亚迪,10,比亚迪S7,比亚迪S7
113,比亚迪,10,比亚迪e1,比亚迪e1
114,比亚迪,10,比亚迪e2,比亚迪e2
115,比亚迪,10,比亚迪e3,比亚迪e3
116,比亚迪,10,比亚迪e5,比亚迪e5
117,比亚迪,10,比亚迪e6,比亚迪e6
118,比亚迪,10,比亚迪元,比亚迪元
119,比亚迪,10,比亚迪元PLUS,比亚迪元PLUS
120,比亚迪,10,比亚迪元Pro,比亚迪元Pro
121,比亚迪,10,比亚迪元UP,比亚迪元UP
122,比亚迪,10,比亚迪唐,比亚迪唐
123,比亚迪,10,比亚迪唐DM-i,比亚迪唐DM-i
124,比亚迪,10,比亚迪唐EV,比亚迪唐EV
125,比亚迪,10,比亚迪夏,比亚迪夏
126,比亚迪,10,比亚迪宋,比亚迪宋
127,比亚迪,10,比亚迪宋L DM-i,比亚迪宋L DM-i
128,比亚迪,10,比亚迪宋L EV,比亚迪宋L EV
129,比亚迪,10,比亚迪宋MAX,比亚迪宋MAX
130,比亚迪,10,比亚迪宋MAX新能源,比亚迪宋MAX新能源
131,比亚迪,10,比亚迪宋PLUS DM-i,比亚迪宋PLUS DM-i
132,比亚迪,10,比亚迪宋PLUS EV,比亚迪宋PLUS EV
133,比亚迪,10,比亚迪宋Pro DM-i,比亚迪宋Pro DM-i
134,比亚迪,10,比亚迪宋pro,比亚迪宋pro
135,比亚迪,10,比亚迪护卫舰07,比亚迪护卫舰07
136,比亚迪,10,比亚迪汉DM-i,比亚迪汉DM-i
137,比亚迪,10,比亚迪汉EV,比亚迪汉EV
138,比亚迪,10,比亚迪海狮05 DM-i,比亚迪海狮05 DM-i
139,比亚迪,10,比亚迪海狮07 EV,比亚迪海狮07 EV
140,比亚迪,10,比亚迪海豚,比亚迪海豚
141,比亚迪,10,比亚迪海豹,比亚迪海豹
142,比亚迪,10,比亚迪海豹06 DM-i,比亚迪海豹06 DM-i
143,比亚迪,10,比亚迪海豹06GT,比亚迪海豹06GT
144,比亚迪,10,比亚迪海豹07 DM-i,比亚迪海豹07 DM-i
145,比亚迪,10,比亚迪海豹DM-i,比亚迪海豹DM-i
146,比亚迪,10,比亚迪海鸥,比亚迪海鸥
147,比亚迪,10,比亚迪秦,比亚迪秦
148,比亚迪,10,比亚迪秦EV,比亚迪秦EV
149,比亚迪,10,比亚迪秦L DM-i,比亚迪秦L DM-i
150,比亚迪,10,比亚迪秦PLUS DM-i,比亚迪秦PLUS DM-i
151,比亚迪,10,比亚迪秦PLUS EV,比亚迪秦PLUS EV
152,比亚迪,10,比亚迪秦Pro,比亚迪秦Pro
153,比亚迪,10,比亚迪秦Pro新能源,比亚迪秦Pro新能源
154,比亚迪,10,比亚迪速锐,比亚迪速锐
155,比亚迪,10,比亚迪驱逐舰05,比亚迪驱逐舰05
156,比亚迪,10,腾势N7,腾势N7
157,大乘汽车,11,大乘G60,大乘G60
158,大乘汽车,11,大乘G70s,大乘G70s
159,电咖汽车,12,电咖EV10,电咖EV10
160,东风本田,13,东风本田M-NV,东风本田M-NV
161,东风本田,13,本田CR-V,本田CR-V
162,东风本田,13,本田CR-V新能源,本田CR-V新能源
163,东风本田,13,本田HR-V,本田HR-V
164,东风本田,13,本田LIFE,本田LIFE
165,东风本田,13,本田UR-V,本田UR-V
166,东风本田,13,本田X-NV,本田X-NV
167,东风本田,13,本田XR-V,本田XR-V
168,东风本田,13,本田e:NS1,本田e:NS1
169,东风本田,13,本田享域,本田享域
170,东风本田,13,本田哥瑞,本田哥瑞
171,东风本田,13,本田思域,本田思域
172,东风本田,13,本田思铂睿,本田思铂睿
173,东风本田,13,本田杰德,本田杰德
174,东风本田,13,本田猎光e:NS2,本田猎光e:NS2
175,东风本田,13,本田竞瑞,本田竞瑞
176,东风本田,13,本田艾力绅,本田艾力绅
177,东风本田,13,本田英仕派,本田英仕派
178,东风本田,13,本田英仕派 PHEV,本田英仕派 PHEV
179,东风本田,13,灵悉L,灵悉L
180,东风标致,14,标致2008,标致2008
181,东风标致,14,标致3008,标致3008
182,东风标致,14,标致301,标致301
183,东风标致,14,标致308,标致308
184,东风标致,14,标致308S,标致308S
185,东风标致,14,标致4008,标致4008
186,东风标致,14,标致4008新能源,标致4008新能源
187,东风标致,14,标致408,标致408
188,东风标致,14,标致408X,标致408X
189,东风标致,14,标致5008,标致5008
190,东风标致,14,标致508,标致508
191,东风标致,14,标致508L新能源,标致508L新能源
192,东风标致,14,标致e2008,标致e2008
193,东风乘用车,15,eπ007,eπ007
194,东风乘用车,15,eπ008,eπ008
195,东风乘用车,15,东风A9,东风A9
196,东风乘用车,15,东风风神A30,东风风神A30
197,东风乘用车,15,东风风神A60,东风风神A60
198,东风乘用车,15,东风风神AX3,东风风神AX3
199,东风乘用车,15,东风风神AX4,东风风神AX4
200,东风乘用车,15,东风风神AX5,东风风神AX5
201,东风乘用车,15,东风风神AX7,东风风神AX7
202,东风乘用车,15,东风风神E70,东风风神E70
203,东风乘用车,15,东风风神H30,东风风神H30
204,东风乘用车,15,东风风神L60,东风风神L60
205,东风乘用车,15,东风风神L7 PHEV,东风风神L7 PHEV
206,东风乘用车,15,东风风神奕炫,东风风神奕炫
207,东风乘用车,15,东风风神皓极,东风风神皓极
208,东风乘用车,15,东风风神皓瀚,东风风神皓瀚
209,东风风行,16,东风风行SX6,东风风行SX6
210,东风风行,16,东风风行T5,东风风行T5
211,东风风行,16,东风风行T5 EVO,东风风行T5 EVO
212,东风风行,16,东风风行星海V9,东风风行星海V9
213,东风风行,16,东风风行景逸S50,东风风行景逸S50
214,东风风行,16,东风风行景逸S50新能源,东风风行景逸S50新能源
215,东风风行,16,东风风行景逸SUV,东风风行景逸SUV
216,东风风行,16,东风风行游艇,东风风行游艇
217,东风风行,16,东风风行菱智,东风风行菱智
218,东风风行,16,东风风行菱智新能源,东风风行菱智新能源
219,东风风行,16,风行星海S7,风行星海S7
220,东风风行,16,风行雷霆,风行雷霆
221,东风雷诺,17,雷诺 e诺,雷诺 e诺
222,东风雷诺,17,雷诺科雷傲,雷诺科雷傲
223,东风雷诺,17,雷诺科雷嘉,雷诺科雷嘉
224,东风雷诺,17,雷诺科雷缤,雷诺科雷缤
225,东风启辰,18,启辰D60,启辰D60
226,东风启辰,18,启辰D60新能源,启辰D60新能源
227,东风启辰,18,启辰M50V,启辰M50V
228,东风启辰,18,启辰R50,启辰R50
229,东风启辰,18,启辰T60,启辰T60
230,东风启辰,18,启辰T60新能源,启辰T60新能源
231,东风启辰,18,启辰T70,启辰T70
232,东风启辰,18,启辰T90,启辰T90
233,东风启辰,18,启辰e30,启辰e30
234,东风启辰,18,启辰大V,启辰大V
235,东风启辰,18,启辰星,启辰星
236,东风日产,19,启辰VX6,启辰VX6
237,东风日产,19,启辰大V DD-i超混动,启辰大V DD-i超混动
238,东风日产,19,日产ARIYA艾睿雅,日产ARIYA艾睿雅
239,东风日产,19,日产劲客,日产劲客
240,东风日产,19,日产天籁,日产天籁
241,东风日产,19,日产奇骏,日产奇骏
242,东风日产,19,日产奇骏·荣耀,日产奇骏·荣耀
243,东风日产,19,日产探陆,日产探陆
244,东风日产,19,日产楼兰,日产楼兰
245,东风日产,19,日产蓝鸟,日产蓝鸟
246,东风日产,19,日产西玛,日产西玛
247,东风日产,19,日产轩逸,日产轩逸
248,东风日产,19,日产轩逸纯电,日产轩逸纯电
249,东风日产,19,日产逍客,日产逍客
250,东风日产,19,日产阳光,日产阳光
251,东风日产,19,日产骊威,日产骊威
252,东风日产,19,日产骐达,日产骐达
253,东风雪铁龙,20,BMW 3系,BMW 3系
254,东风雪铁龙,20,BMW 5系,BMW 5系
255,东风雪铁龙,20,BMW X5,BMW X5
256,东风雪铁龙,20,雪铁龙C3-XR,雪铁龙C3-XR
257,东风雪铁龙,20,雪铁龙C3L,雪铁龙C3L
258,东风雪铁龙,20,雪铁龙C4L,雪铁龙C4L
259,东风雪铁龙,20,雪铁龙C4世嘉,雪铁龙C4世嘉
260,东风雪铁龙,20,雪铁龙C5,雪铁龙C5
261,东风雪铁龙,20,雪铁龙C6,雪铁龙C6
262,东风雪铁龙,20,雪铁龙云逸,雪铁龙云逸
263,东风雪铁龙,20,雪铁龙凡尔赛C5 X,雪铁龙凡尔赛C5 X
264,东风雪铁龙,20,雪铁龙凡尔赛C5 X新能源,雪铁龙凡尔赛C5 X新能源
265,东风雪铁龙,20,雪铁龙天逸,雪铁龙天逸
266,东风雪铁龙,20,雪铁龙天逸新能源,雪铁龙天逸新能源
267,东风雪铁龙,20,雪铁龙爱丽舍,雪铁龙爱丽舍
268,东风英菲尼迪,21,英菲尼迪Q50L,英菲尼迪Q50L
269,东风英菲尼迪,21,英菲尼迪QX50,英菲尼迪QX50
270,东风英菲尼迪,21,英菲尼迪QX60,英菲尼迪QX60
271,东风小康,22,东风风光330,东风风光330
272,东风小康,22,东风风光370,东风风光370
273,东风小康,22,东风风光380,东风风光380
274,东风小康,22,东风风光500,东风风光500
275,东风小康,22,东风风光580,东风风光580
276,东风小康,22,东风风光E1,东风风光E1
277,东风小康,22,东风风光E3,东风风光E3
278,东风小康,22,东风风光S560,东风风光S560
279,东风小康,22,东风风光ix5,东风风光ix5
280,东风小康,22,东风风光ix7,东风风光ix7
281,东风小康,22,风光MINI EV,风光MINI EV
282,东风裕隆,23,纳智捷5 Sedan,纳智捷5 Sedan
283,东风裕隆,23,纳智捷U5 SUV,纳智捷U5 SUV
284,东风裕隆,23,纳智捷URX,纳智捷URX
285,东风裕隆,23,纳智捷优6 SUV,纳智捷优6 SUV
286,东风裕隆,23,纳智捷大7MPV,纳智捷大7MPV
287,东风裕隆,23,纳智捷大7SUV,纳智捷大7SUV
288,东风裕隆,23,纳智捷锐3,纳智捷锐3
289,起亚汽车,24,华骐300E,华骐300E
290,起亚汽车,24,起亚EV5,起亚EV5
291,起亚汽车,24,起亚K2,起亚K2
292,起亚汽车,24,起亚K3,起亚K3
293,起亚汽车,24,起亚K3新能源,起亚K3新能源
294,起亚汽车,24,起亚K4,起亚K4
295,起亚汽车,24,起亚K5,起亚K5
296,起亚汽车,24,起亚K5新能源,起亚K5新能源
297,起亚汽车,24,起亚KX CROSS,起亚KX CROSS
298,起亚汽车,24,起亚KX3,起亚KX3
299,起亚汽车,24,起亚KX3新能源,起亚KX3新能源
300,起亚汽车,24,起亚KX5,起亚KX5
301,起亚汽车,24,起亚KX7,起亚KX7
302,起亚汽车,24,起亚Sonet,起亚Sonet
303,起亚汽车,24,起亚嘉华,起亚嘉华
304,起亚汽车,24,起亚奕跑,起亚奕跑
305,起亚汽车,24,起亚智跑,起亚智跑
306,起亚汽车,24,起亚焕驰,起亚焕驰
307,起亚汽车,24,起亚狮铂拓界,起亚狮铂拓界
308,起亚汽车,24,起亚福瑞迪,起亚福瑞迪
309,起亚汽车,24,起亚赛图斯,起亚赛图斯
310,起亚汽车,24,起亚赛拉图,起亚赛拉图
311,东南汽车,25,东南A5翼舞,东南A5翼舞
312,东南汽车,25,东南DX3,东南DX3
313,东南汽车,25,东南DX3电动车,东南DX3电动车
314,东南汽车,25,东南DX5,东南DX5
315,东南汽车,25,东南DX7,东南DX7
316,东南汽车,25,东南DX8,东南DX8
317,东南汽车,25,东南V3菱悦,东南V3菱悦
318,东南汽车,25,东南V5菱致,东南V5菱致
319,福建戴姆勒,26,奔驰V级,奔驰V级
320,福建戴姆勒,26,奔驰威霆,奔驰威霆
321,福汽新龙马,27,新龙马启腾EX-80,新龙马启腾EX-80
322,福田汽车,28,福田伽途ix,福田伽途ix
323,福田汽车,28,福田萨瓦纳,福田萨瓦纳
324,福田汽车,28,福田蒙派克,福田蒙派克
325,观致汽车,29,观致3,观致3
326,观致汽车,29,观致3都市SUV,观致3都市SUV
327,观致汽车,29,观致5 SUV,观致5 SUV
328,观致汽车,29,观致7,观致7
329,广汽本田,30,北汽威旺M50,北汽威旺M50
330,广汽本田,30,广汽世锐PHEV,广汽世锐PHEV
331,广汽本田,30,广汽本田绎乐,广汽本田绎乐
332,广汽本田,30,本田ZR-V致在,本田ZR-V致在
333,广汽本田,30,本田e:NP1 极湃1,本田e:NP1 极湃1
334,广汽本田,30,本田e:NP2 极湃2,本田e:NP2 极湃2
335,广汽本田,30,本田冠道,本田冠道
336,广汽本田,30,本田凌派,本田凌派
337,广汽本田,30,本田型格,本田型格
338,广汽本田,30,本田奥德赛,本田奥德赛
339,广汽本田,30,本田皓影,本田皓影
340,广汽本田,30,本田皓影新能源,本田皓影新能源
341,广汽本田,30,本田缤智,本田缤智
342,广汽本田,30,本田锋范,本田锋范
343,广汽本田,30,本田雅阁,本田雅阁
344,广汽本田,30,本田雅阁 PHEV,本田雅阁 PHEV
345,广汽本田,30,本田飞度,本田飞度
346,广汽本田,30,理念VE-1,理念VE-1
347,广汽传祺,31,广汽传祺E8 PHEV,广汽传祺E8 PHEV
348,广汽传祺,31,广汽传祺E9 PHEV,广汽传祺E9 PHEV
349,广汽传祺,31,广汽传祺ES9 PHEV,广汽传祺ES9 PHEV
350,广汽传祺,31,广汽传祺GA3S,广汽传祺GA3S
351,广汽传祺,31,广汽传祺GA4,广汽传祺GA4
352,广汽传祺,31,广汽传祺GA6,广汽传祺GA6
353,广汽传祺,31,广汽传祺GA8,广汽传祺GA8
354,广汽传祺,31,广汽传祺GS3,广汽传祺GS3
355,广汽传祺,31,广汽传祺GS4,广汽传祺GS4
356,广汽传祺,31,广汽传祺GS4 PLUS,广汽传祺GS4 PLUS
357,广汽传祺,31,广汽传祺GS5,广汽传祺GS5
358,广汽传祺,31,广汽传祺GS7,广汽传祺GS7
359,广汽传祺,31,广汽传祺GS8,广汽传祺GS8
360,广汽传祺,31,广汽传祺M6,广汽传祺M6
361,广汽传祺,31,广汽传祺M8,广汽传祺M8
362,广汽传祺,31,广汽传祺影豹,广汽传祺影豹
363,广汽传祺,31,广汽传祺影酷,广汽传祺影酷
364,广汽菲克,32,Jeep大指挥官,Jeep大指挥官
365,广汽菲克,32,Jeep大指挥官PHEV,Jeep大指挥官PHEV
366,广汽菲克,32,Jeep指南者,Jeep指南者
367,广汽菲克,32,Jeep自由侠,Jeep自由侠
368,广汽菲克,32,Jeep自由光,Jeep自由光
369,广汽菲克,32,名爵ZS,名爵ZS
370,广汽菲克,32,大通D90,大通D90
371,广汽菲克,32,荣威RX5,荣威RX5
372,广汽丰田,33,丰田C-HR,丰田C-HR
373,广汽丰田,33,丰田C-HR EV,丰田C-HR EV
374,广汽丰田,33,丰田YARiS L 致享,丰田YARiS L 致享
375,广汽丰田,33,丰田YARiS L致炫,丰田YARiS L致炫
376,广汽丰田,33,丰田凌尚,丰田凌尚
377,广汽丰田,33,丰田凯美瑞,丰田凯美瑞
378,广汽丰田,33,丰田威兰达,丰田威兰达
379,广汽丰田,33,丰田威兰达新能源,丰田威兰达新能源
380,广汽丰田,33,丰田威飒,丰田威飒
381,广汽丰田,33,丰田汉兰达,丰田汉兰达
382,广汽丰田,33,丰田赛那SIENNA,丰田赛那SIENNA
383,广汽丰田,33,丰田锋兰达,丰田锋兰达
384,广汽丰田,33,丰田雷凌,丰田雷凌
385,广汽丰田,33,丰田雷凌双擎E+,丰田雷凌双擎E+
386,广汽丰田,33,凯美瑞,凯美瑞
387,广汽丰田,33,广汽ix4,广汽ix4
388,广汽丰田,33,广汽丰田bZ4X,广汽丰田bZ4X
389,广汽丰田,33,广汽丰田iA5,广汽丰田iA5
390,广汽丰田,33,广汽丰田铂智4X,广汽丰田铂智4X
391,广汽丰田,33,汉兰达,汉兰达
392,广汽丰田,33,雷凌,雷凌
393,广汽三菱,34,三菱劲炫,三菱劲炫
394,广汽三菱,34,三菱奕歌,三菱奕歌
395,广汽三菱,34,三菱欧蓝德,三菱欧蓝德
396,广汽三菱,34,三菱阿图柯AIRTREK,三菱阿图柯AIRTREK
397,广汽三菱,34,祺智EV,祺智EV
398,广汽三菱,34,祺智PHEV,祺智PHEV
399,广汽埃安,35,埃安AION LX,埃安AION LX
400,广汽埃安,35,埃安AION RT,埃安AION RT
401,广汽埃安,35,埃安AION S,埃安AION S
402,广汽埃安,35,埃安AION UT,埃安AION UT
403,广汽埃安,35,埃安AION V,埃安AION V
404,广汽埃安,35,埃安AION Y,埃安AION Y
405,广汽埃安,35,广汽传祺GA3S PHEV,广汽传祺GA3S PHEV
406,广汽埃安,35,广汽传祺GE3,广汽传祺GE3
407,广汽埃安,35,广汽传祺GS4新能源,广汽传祺GS4新能源
408,广汽埃安,35,昊铂GT,昊铂GT
409,广汽埃安,35,昊铂HT,昊铂HT
410,广汽埃安,35,昊铂SSR,昊铂SSR
411,海马汽车,36,海马6P,海马6P
412,海马汽车,36,海马7X,海马7X
413,海马汽车,36,海马7X-E,海马7X-E
414,海马汽车,36,海马8S,海马8S
415,海马汽车,36,海马M3,海马M3
416,海马汽车,36,海马M3电动,海马M3电动
417,海马汽车,36,海马M6,海马M6
418,海马汽车,36,海马M8,海马M8
419,海马汽车,36,海马S5,海马S5
420,海马汽车,36,海马S7,海马S7
421,海马汽车,36,海马爱尚电动,海马爱尚电动
422,海马汽车,36,海马福美来,海马福美来
423,海马汽车,36,海马福美来F7,海马福美来F7
424,海马汽车,36,海马骑士,海马骑士
425,汉腾汽车,37,汉腾V7,汉腾V7
426,汉腾汽车,37,汉腾X5,汉腾X5
427,汉腾汽车,37,汉腾X5新能源,汉腾X5新能源
428,汉腾汽车,37,汉腾X7,汉腾X7
429,汉腾汽车,37,汉腾X7新能源,汉腾X7新能源
430,华晨宝马,38,宝马1系,宝马1系
431,华晨宝马,38,宝马2系,宝马2系
432,华晨宝马,38,宝马3系,宝马3系
433,华晨宝马,38,宝马5系,宝马5系
434,华晨宝马,38,宝马5系新能源,宝马5系新能源
435,华晨宝马,38,宝马X1,宝马X1
436,华晨宝马,38,宝马X1新能源,宝马X1新能源
437,华晨宝马,38,宝马X2,宝马X2
438,华晨宝马,38,宝马X3,宝马X3
439,华晨宝马,38,宝马X5,宝马X5
440,华晨宝马,38,宝马i3,宝马i3
441,华晨宝马,38,宝马i5,宝马i5
442,华晨宝马,38,宝马iX1,宝马iX1
443,华晨宝马,38,宝马iX3,宝马iX3
444,华晨鑫源,39,SRM鑫源金海狮,SRM鑫源金海狮
445,华晨鑫源,39,华晨金杯750,华晨金杯750
446,华晨中华,40,中华H220,中华H220
447,华晨中华,40,中华H230,中华H230
448,华晨中华,40,中华H3,中华H3
449,华晨中华,40,中华H330,中华H330
450,华晨中华,40,中华H530,中华H530
451,华晨中华,40,中华V3,中华V3
452,华晨中华,40,中华V5,中华V5
453,华晨中华,40,中华V6,中华V6
454,华晨中华,40,中华V7,中华V7
455,华晨中华,40,中华骏捷FRV,中华骏捷FRV
456,华晨中华,40,中华骏捷FSV,中华骏捷FSV
457,华泰汽车,41,华泰EV160,华泰EV160
